annotatorAge,annotatorGender,annotatorMinority,annotatorPolitics,annotatorRace,intentYN,offensive2anyoneYN,offensive2youYN,dialectIsWrong,raceIsWrong,WorkerIdHashed,tweet,dialect,condition,username,davidson_label,founta_label
38,man,{},liberal,white,1.0,1.0,1.0,,,0fef6d8524f7812e298c2fc1334e7ea5,What kind of person am I : the one that wears a beanie and does drugs and likes to fuck with bitches,Latino,dialect-priming,A Twitter User,offensive_language_rel,
24,woman,{},liberal,white,0.3333333333333333,0.5,0.0,,,5d0b9c4e534780d4d0774ae14510d086,What kind of person am I : the one that wears a beanie and does drugs and likes to fuck with bitches,Latino,dialect-priming,A Twitter User,offensive_language_rel,
36,man,None,liberal,white,0.6666666666666666,0.5,1.0,,,0defa4c216a5d8d57c15a3cfa6920776,What kind of person am I : the one that wears a beanie and does drugs and likes to fuck with bitches,Latino,dialect-priming,A Twitter User,offensive_language_rel,
19,man,{},other,hisp,0.6666666666666666,1.0,1.0,,,a848f75ea9f3727f5ca394f0b762a5f0,"@user i can guarantee a few things: you're white. you've never been anywhere NEAR a real ghetto. you, or a relative is a pig. 100%",General American,dialect-priming,A Twitter User,hate_speech_rel,
27,man,{},liberal,white,1.0,1.0,1.0,,,e196194dca644823a36ec02d70af3679,"@user i can guarantee a few things: you're white. you've never been anywhere NEAR a real ghetto. you, or a relative is a pig. 100%",General American,dialect-priming,A Twitter User,hate_speech_rel,
24,man,,other,white,1.0,1.0,0.5,,,fd964da23537e035533dec632f10973c,"@user i can guarantee a few things: you're white. you've never been anywhere NEAR a real ghetto. you, or a relative is a pig. 100%",General American,dialect-priming,A Twitter User,hate_speech_rel,
23,man,{},liberal,white,0.0,0.0,0.0,,,137b009f3b5138cdb82e43fdc5223e9b,"Everytime I clean the room my mom tells me ""what bitch is coming over this time"" lmao what a dick !!",Latino,dialect-priming,A Twitter User,offensive_language_rel,
31,man,{},cons,white,1.0,1.0,1.0,,,4c356576da96fbd7e9ac1e6313a66719,"Everytime I clean the room my mom tells me ""what bitch is coming over this time"" lmao what a dick !!",Latino,dialect-priming,A Twitter User,offensive_language_rel,
40,man,minority,cons,other,1.0,1.0,1.0,,,dc73505099bca8ee5514c3eefdca4916,"Everytime I clean the room my mom tells me ""what bitch is coming over this time"" lmao what a dick !!",Latino,dialect-priming,A Twitter User,offensive_language_rel,
19,man,{},other,hisp,1.0,1.0,1.0,,,a848f75ea9f3727f5ca394f0b762a5f0,"You fucking fag &#8220;@user: this is exactly what i am talking about 

women are pigs http://t.co/oKR3seYFBJ&#8221;",Latino,dialect-priming,A Twitter User,hate_speech_rel,
36,man,None,liberal,white,0.0,0.0,0.0,,,0defa4c216a5d8d57c15a3cfa6920776,"You fucking fag &#8220;@user: this is exactly what i am talking about 

women are pigs http://t.co/oKR3seYFBJ&#8221;",Latino,dialect-priming,A Twitter User,hate_speech_rel,
39,man,,other,white,1.0,1.0,0.0,,,ffb759abae9b3e7130b0e6e0f4f9d52d,"You fucking fag &#8220;@user: this is exactly what i am talking about 

women are pigs http://t.co/oKR3seYFBJ&#8221;",Latino,dialect-priming,A Twitter User,hate_speech_rel,
32,woman,{},liberal,white,0.3333333333333333,0.5,0.0,,,bd00f6a56a2f3853152ff0f9bf80c035,@user what's this chinks email? I'm moving to China and slicing his throat,General American,dialect-priming,A Twitter User,hate_speech_rel,
36,woman,{},liberal,white,1.0,1.0,1.0,,,91d46d5d32d9cd49dcf4875d681b2d91,@user what's this chinks email? I'm moving to China and slicing his throat,General American,dialect-priming,A Twitter User,hate_speech_rel,
29,woman,{},liberal,black,1.0,1.0,1.0,,,3c621e46b22ac6289c9ba07be92714ee,@user what's this chinks email? I'm moving to China and slicing his throat,General American,dialect-priming,A Twitter User,hate_speech_rel,
40,man,minority,cons,other,1.0,1.0,1.0,,,dc73505099bca8ee5514c3eefdca4916,@user suck my dick tacos el negro better,Latino,dialect-priming,A Twitter User,hate_speech_rel,
38,woman,{},cons,white,1.0,1.0,1.0,,,b0cc8da98fba4aa01b920b86dd418227,@user suck my dick tacos el negro better,Latino,dialect-priming,A Twitter User,hate_speech_rel,
32,woman,{},liberal,white,0.3333333333333333,0.5,0.0,,,bd00f6a56a2f3853152ff0f9bf80c035,@user suck my dick tacos el negro better,Latino,dialect-priming,A Twitter User,hate_speech_rel,
33,man,{},liberal,white,0.0,0.5,0.5,,,e3eb3d0f75c00d1cc6354909a131c774,&#8220;@user10: &#8220;@user: depressed but I got hoes&#8221; same&#8221;,,dialect-priming,A Twitter User,offensive_language_rel,
{},,{},,,0.3333333333333333,0.5,0.0,,,4666d1af88a09890788c4a37e65af89b,&#8220;@user10: &#8220;@user: depressed but I got hoes&#8221; same&#8221;,,dialect-priming,A Twitter User,offensive_language_rel,
49,woman,{},liberal,white,0.6666666666666666,1.0,1.0,,,de746fa1e574efdc213c5c654c5c3489,&#8220;@user10: &#8220;@user: depressed but I got hoes&#8221; same&#8221;,,dialect-priming,A Twitter User,offensive_language_rel,
39,man,,other,white,1.0,1.0,1.0,,,ffb759abae9b3e7130b0e6e0f4f9d52d,White trash okies don't count as real white people. To count as a white person you have to count a person. Okies aren't people.,General American,dialect-priming,A Twitter User,hate_speech_rel,
22,woman,"asian, black, mental illness",liberal,other,1.0,1.0,0.5,,,e18c0989a32a32f018c11bdd2f1548a2,White trash okies don't count as real white people. To count as a white person you have to count a person. Okies aren't people.,General American,dialect-priming,A Twitter User,hate_speech_rel,
37,woman,"lesbian, asian",liberal,asian,1.0,1.0,1.0,,,c929c27a59d5e74b0f259a4924f99d70,White trash okies don't count as real white people. To count as a white person you have to count a person. Okies aren't people.,General American,dialect-priming,A Twitter User,hate_speech_rel,
49,woman,{},liberal,white,0.0,0.0,0.0,,,de746fa1e574efdc213c5c654c5c3489,RT @user: If you a bird throw it up #birdgang #EaglesNation,African-American,dialect-priming,A Twitter User,neither_rel,
50,man,{},cons,white,0.0,0.0,0.0,,,0bb467396d9a7a14fc2536edaca21192,RT @user: If you a bird throw it up #birdgang #EaglesNation,African-American,dialect-priming,A Twitter User,neither_rel,
32,woman,{},liberal,white,0.0,0.0,0.0,,,bd00f6a56a2f3853152ff0f9bf80c035,RT @user: If you a bird throw it up #birdgang #EaglesNation,African-American,dialect-priming,A Twitter User,neither_rel,
28,woman,{},liberal,white,0.3333333333333333,0.5,0.0,,,8944db98fbacdc5a2fa08e7f534ff2c1,This niggah better remember to bring his sperrys,General American,dialect-priming,A Twitter User,offensive_language_rel,
39,man,,other,white,0.3333333333333333,1.0,0.0,,,ffb759abae9b3e7130b0e6e0f4f9d52d,This niggah better remember to bring his sperrys,General American,dialect-priming,A Twitter User,offensive_language_rel,
35,woman,female,cons,white,0.3333333333333333,0.0,0.0,,,0dbe251e3cb7fd0b0323cbdac9647a61,This niggah better remember to bring his sperrys,General American,dialect-priming,A Twitter User,offensive_language_rel,
19,man,{},other,hisp,0.3333333333333333,0.5,0.0,,,a848f75ea9f3727f5ca394f0b762a5f0,My mom didn't buy me Oreos she doesn't love me,Latino,dialect-priming,A Twitter User,neither_rel,
33,man,{},liberal,white,0.0,0.0,0.0,,,e3eb3d0f75c00d1cc6354909a131c774,My mom didn't buy me Oreos she doesn't love me,Latino,dialect-priming,A Twitter User,neither_rel,
58,woman,white american,liberal,white,0.6666666666666666,1.0,1.0,,,fd7f1b9f8aec0c01bf0248c5387b7b60,they're working on a bill to prevent retards from voting. who knew retards COULD vote? things are starting to make sense now.,General American,dialect-priming,A Twitter User,hate_speech_rel,
33,woman,{},liberal,white,1.0,1.0,0.5,,,3bdaee716114e6a6a4af38869de7fb3f,they're working on a bill to prevent retards from voting. who knew retards COULD vote? things are starting to make sense now.,General American,dialect-priming,A Twitter User,hate_speech_rel,
34,woman,Woman,cons,white,1.0,1.0,1.0,,,e3db2aea25f6451b3d6b2236e2357631,they're working on a bill to prevent retards from voting. who knew retards COULD vote? things are starting to make sense now.,General American,dialect-priming,A Twitter User,hate_speech_rel,
32,woman,{},liberal,white,0.3333333333333333,0.5,0.0,,,bd00f6a56a2f3853152ff0f9bf80c035,@user But that's what you call white trash with money!!!!!,African-American,dialect-priming,A Twitter User,hate_speech_rel,
27,man,{},liberal,white,0.6666666666666666,0.5,0.0,,,e196194dca644823a36ec02d70af3679,@user But that's what you call white trash with money!!!!!,African-American,dialect-priming,A Twitter User,hate_speech_rel,
19,man,{},other,hisp,0.3333333333333333,0.5,0.5,,,a848f75ea9f3727f5ca394f0b762a5f0,@user But that's what you call white trash with money!!!!!,African-American,dialect-priming,A Twitter User,hate_speech_rel,
46,woman,{},cons,black,0.3333333333333333,0.0,0.0,,,17e9611902680bfe52d7e77d645fce79,"RT @user: #News &#8212; #Democrats and #AntiSemitism &#8212; #Jewish group condemns VP Joe Biden&#8217;s offensive reference to ""Shylocks"" http://t.co&#8230;",,dialect-priming,A Twitter User,neither_rel,
35,woman,female,cons,white,0.0,0.0,0.5,,,0dbe251e3cb7fd0b0323cbdac9647a61,"RT @user: #News &#8212; #Democrats and #AntiSemitism &#8212; #Jewish group condemns VP Joe Biden&#8217;s offensive reference to ""Shylocks"" http://t.co&#8230;",,dialect-priming,A Twitter User,neither_rel,
29,man,{},liberal,white,0.0,0.0,0.0,,,e53b98a59ae6ef3d159aeddf083210ab,"RT @user: #News &#8212; #Democrats and #AntiSemitism &#8212; #Jewish group condemns VP Joe Biden&#8217;s offensive reference to ""Shylocks"" http://t.co&#8230;",,dialect-priming,A Twitter User,neither_rel,
27,man,{},liberal,hisp,0.6666666666666666,0.5,1.0,,,75fad95afbbf1d5a90cefba018105094,RT @user: Finna hit this bitch with a handful of salt http://t.co/uaBiQvI6a6,African-American,dialect-priming,A Twitter User,offensive_language_rel,
35,woman,{},liberal,other,0.3333333333333333,0.5,0.0,,,4f5192bc47cb9ffa282adfd4cf20b0f6,RT @user: Finna hit this bitch with a handful of salt http://t.co/uaBiQvI6a6,African-American,dialect-priming,A Twitter User,offensive_language_rel,
27,man,{},liberal,white,1.0,1.0,1.0,,,75144c8dcc4f6deb2a9dd7829b8f0a75,RT @user: Finna hit this bitch with a handful of salt http://t.co/uaBiQvI6a6,African-American,dialect-priming,A Twitter User,offensive_language_rel,
36,woman,{},liberal,white,0.6666666666666666,1.0,1.0,,,91d46d5d32d9cd49dcf4875d681b2d91,RT @user: Can't turn a hoe into a house wife babbyyy.,African-American,dialect-priming,A Twitter User,offensive_language_rel,
25,woman,{},liberal,hisp,0.6666666666666666,0.5,0.5,,,41fad5960497b93c5df4d71c11166113,RT @user: Can't turn a hoe into a house wife babbyyy.,African-American,dialect-priming,A Twitter User,offensive_language_rel,
49,man,{},liberal,white,0.6666666666666666,1.0,0.5,,,f8b2d562de15f561b6987c57e0e5e6bb,RT @user: Can't turn a hoe into a house wife babbyyy.,African-American,dialect-priming,A Twitter User,offensive_language_rel,
25,woman,{},liberal,hisp,1.0,1.0,1.0,,,41fad5960497b93c5df4d71c11166113,@user gayer then 2 faggots in bed together&#128129;,General American,dialect-priming,A Twitter User,hate_speech_rel,
24,woman,{},other,white,1.0,1.0,0.0,,,8d581e715b2ca964b55dc6ec3a02f7bc,@user gayer then 2 faggots in bed together&#128129;,General American,dialect-priming,A Twitter User,hate_speech_rel,
32,woman,{},liberal,white,1.0,1.0,0.0,,,b68ecb57c073126024866cc4b57bd0f7,@user gayer then 2 faggots in bed together&#128129;,General American,dialect-priming,A Twitter User,hate_speech_rel,
37,woman,{},cons,white,0.0,0.0,0.0,,,bec7477bc507c4d5a98c04ae3582bfd2,RT @user10: &#8220;@user: Kiara has small chubby fingers&#8221; bitch &#128514;&#128514;&#128514;&#128514;,,dialect-priming,A Twitter User,offensive_language_rel,
37,man,{},liberal,white,0.6666666666666666,1.0,0.5,,,c05b996ac09ec2eb2cd7c10b372c7fec,RT @user10: &#8220;@user: Kiara has small chubby fingers&#8221; bitch &#128514;&#128514;&#128514;&#128514;,,dialect-priming,A Twitter User,offensive_language_rel,
38,man,{},liberal,white,1.0,1.0,1.0,,,0fef6d8524f7812e298c2fc1334e7ea5,RT @user10: &#8220;@user: Kiara has small chubby fingers&#8221; bitch &#128514;&#128514;&#128514;&#128514;,,dialect-priming,A Twitter User,offensive_language_rel,
19,man,{},other,hisp,1.0,1.0,0.5,,,a848f75ea9f3727f5ca394f0b762a5f0,@user fag lol,Latino,dialect-priming,A Twitter User,offensive_language_rel,
45,woman,none,liberal,white,1.0,1.0,1.0,,,f9e326989b374895f1f41cde916a115d,@user fag lol,Latino,dialect-priming,A Twitter User,offensive_language_rel,
24,woman,{},other,white,1.0,1.0,0.0,,,8d581e715b2ca964b55dc6ec3a02f7bc,@user fag lol,Latino,dialect-priming,A Twitter User,offensive_language_rel,
51,woman,{},liberal,white,0.0,0.0,0.0,,,ccd94d30df993cbae421411eb903ab0d,@user Starts making monkey faces behind you,Latino,dialect-priming,A Twitter User,neither_rel,
36,woman,{},other,white,0.3333333333333333,0.5,0.0,,,d0b639731482309d7a085c46c0fbcf56,@user Starts making monkey faces behind you,Latino,dialect-priming,A Twitter User,neither_rel,
36,man,None,liberal,white,0.3333333333333333,0.5,0.5,on,,0defa4c216a5d8d57c15a3cfa6920776,@user Starts making monkey faces behind you,Latino,dialect-priming,A Twitter User,neither_rel,
36,woman,{},cons,white,1.0,1.0,1.0,,,13af4838b72f39ea0be42ead1c42aeb9,"RT @user: ""I'm a soft more""&#128514;&#128514;&#128557; hoes dumb man",African-American,dialect-priming,A Twitter User,offensive_language_rel,
24,woman,{},other,white,0.3333333333333333,0.5,0.0,,,8d581e715b2ca964b55dc6ec3a02f7bc,"RT @user: ""I'm a soft more""&#128514;&#128514;&#128557; hoes dumb man",African-American,dialect-priming,A Twitter User,offensive_language_rel,
24,man,{},liberal,white,0.6666666666666666,0.5,0.0,,,25389d5560fdd41b626ca4536172c2e2,"RT @user: ""I'm a soft more""&#128514;&#128514;&#128557; hoes dumb man",African-American,dialect-priming,A Twitter User,offensive_language_rel,
33,man,{},liberal,white,0.6666666666666666,0.5,0.5,,,e3eb3d0f75c00d1cc6354909a131c774,@user10 @user nigga stop being a bitch and come to the high school You already said yes,Latino,dialect-priming,A Twitter User,offensive_language_rel,
40,man,minority,cons,other,1.0,1.0,1.0,,,dc73505099bca8ee5514c3eefdca4916,@user10 @user nigga stop being a bitch and come to the high school You already said yes,Latino,dialect-priming,A Twitter User,offensive_language_rel,
21,woman,{},cons,white,0.3333333333333333,1.0,0.5,,,33419a7e2688e653cb927d16884eca00,@user10 @user nigga stop being a bitch and come to the high school You already said yes,Latino,dialect-priming,A Twitter User,offensive_language_rel,
49,woman,{},liberal,white,0.0,0.0,0.0,,,0cdb5a0108871af97cccc4d8bbef5d60,"""@user10: RAWR!! RT @user: ""My"" sexy French scally. I love him! #frenchscally http://t.co/5idQ3R5Akz"" sexy scally woof woof",,dialect-priming,A Twitter User,neither_rel,
55,woman,none,liberal,white,0.0,0.0,0.0,,,cd86071f381f0fd0d344927b8bbf41d1,"""@user10: RAWR!! RT @user: ""My"" sexy French scally. I love him! #frenchscally http://t.co/5idQ3R5Akz"" sexy scally woof woof",,dialect-priming,A Twitter User,neither_rel,
45,woman,none,liberal,white,0.0,0.0,0.0,,,f9e326989b374895f1f41cde916a115d,"""@user10: RAWR!! RT @user: ""My"" sexy French scally. I love him! #frenchscally http://t.co/5idQ3R5Akz"" sexy scally woof woof",,dialect-priming,A Twitter User,neither_rel,
42,man,Jewish,liberal,white,0.6666666666666666,1.0,0.5,,,105b1b877315ace337e609f2614fb525,ah nigga dat cares about opinions and get involve in hoe shit either Gay broke or ain't getting enough pussy!!,African-American,dialect-priming,A Twitter User,hate_speech_rel,
35,woman,{},liberal,other,0.6666666666666666,1.0,1.0,,,4f5192bc47cb9ffa282adfd4cf20b0f6,ah nigga dat cares about opinions and get involve in hoe shit either Gay broke or ain't getting enough pussy!!,African-American,dialect-priming,A Twitter User,hate_speech_rel,
51,man,{},liberal,white,1.0,1.0,1.0,,,f6de54674111855ab2bc7f88387ac0c5,ah nigga dat cares about opinions and get involve in hoe shit either Gay broke or ain't getting enough pussy!!,African-American,dialect-priming,A Twitter User,hate_speech_rel,
40,man,minority,cons,other,0.0,0.0,0.0,,,dc73505099bca8ee5514c3eefdca4916,"cousin: why is there a bird on your screen
me: it's twitter
cousin: i poke you
me: that's facebook",Latino,dialect-priming,A Twitter User,neither_rel,
38,man,{},liberal,white,0.0,0.0,0.0,,,0fef6d8524f7812e298c2fc1334e7ea5,"cousin: why is there a bird on your screen
me: it's twitter
cousin: i poke you
me: that's facebook",Latino,dialect-priming,A Twitter User,neither_rel,
28,woman,"bisexual, depressed",liberal,white,0.0,0.0,0.0,on,,6b5b1a98c62f29c1e89ca073779b6fb0,"cousin: why is there a bird on your screen
me: it's twitter
cousin: i poke you
me: that's facebook",Latino,dialect-priming,A Twitter User,neither_rel,
39,man,,other,white,1.0,1.0,0.0,,,ffb759abae9b3e7130b0e6e0f4f9d52d,"Trainer lady is a bitch, shook my hand made me promise her I'ma study for a test tomorrow, and idk I don't like her she's trying to break me",Latino,dialect-priming,A Twitter User,offensive_language_rel,
{},,{},,,0.3333333333333333,1.0,1.0,,,4666d1af88a09890788c4a37e65af89b,"Trainer lady is a bitch, shook my hand made me promise her I'ma study for a test tomorrow, and idk I don't like her she's trying to break me",Latino,dialect-priming,A Twitter User,offensive_language_rel,
49,man,{},liberal,white,1.0,1.0,1.0,,,f8b2d562de15f561b6987c57e0e5e6bb,"Trainer lady is a bitch, shook my hand made me promise her I'ma study for a test tomorrow, and idk I don't like her she's trying to break me",Latino,dialect-priming,A Twitter User,offensive_language_rel,
29,woman,{},liberal,black,1.0,1.0,1.0,,,3c621e46b22ac6289c9ba07be92714ee,@user learn how to type ya hillbilly,General American,dialect-priming,A Twitter User,hate_speech_rel,
29,woman,latinx,liberal,other,0.3333333333333333,0.5,0.0,,,bfe28db29bcbe32511a0ce64499fc3a6,@user learn how to type ya hillbilly,General American,dialect-priming,A Twitter User,hate_speech_rel,
37,man,{},liberal,white,0.6666666666666666,1.0,1.0,,,c05b996ac09ec2eb2cd7c10b372c7fec,@user learn how to type ya hillbilly,General American,dialect-priming,A Twitter User,hate_speech_rel,
{},,{},,,0.0,0.0,0.0,,,4666d1af88a09890788c4a37e65af89b,"1) RT @user210: @user @user no I'm not crossed eyed, I'm albino. Can't control that",General American,dialect-priming,A Twitter User,neither_rel,
37,woman,{},cons,white,0.0,0.0,0.0,,,bec7477bc507c4d5a98c04ae3582bfd2,"1) RT @user210: @user @user no I'm not crossed eyed, I'm albino. Can't control that",General American,dialect-priming,A Twitter User,neither_rel,
24,woman,{},other,white,0.0,0.0,0.0,,,8d581e715b2ca964b55dc6ec3a02f7bc,"1) RT @user210: @user @user no I'm not crossed eyed, I'm albino. Can't control that",General American,dialect-priming,A Twitter User,neither_rel,
39,man,,other,white,1.0,1.0,0.0,,,ffb759abae9b3e7130b0e6e0f4f9d52d,"""@user10: &#8220;@user: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan",,dialect-priming,A Twitter User,offensive_language_rel,
23,man,{},liberal,white,1.0,1.0,1.0,,,137b009f3b5138cdb82e43fdc5223e9b,"""@user10: &#8220;@user: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan",,dialect-priming,A Twitter User,offensive_language_rel,
26,man,none,liberal,white,0.0,0.0,0.0,,,e45dddb44aea3b9ac0a84928a64c4b30,"""@user10: &#8220;@user: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan",,dialect-priming,A Twitter User,offensive_language_rel,
29,man,{},libert,white,0.6666666666666666,1.0,1.0,,,86d92dff7249d4335902b4efb38ff5de,RT @user10: @user miss ya too nigger &#128539;&#128536;&#128536;&#128536;&#128536;&#128525;,,dialect-priming,A Twitter User,offensive_language_rel,
{},,{},,,0.6666666666666666,1.0,1.0,,,4666d1af88a09890788c4a37e65af89b,RT @user10: @user miss ya too nigger &#128539;&#128536;&#128536;&#128536;&#128536;&#128525;,,dialect-priming,A Twitter User,offensive_language_rel,
31,man,{},cons,white,0.3333333333333333,0.5,0.5,,,4c356576da96fbd7e9ac1e6313a66719,RT @user10: @user miss ya too nigger &#128539;&#128536;&#128536;&#128536;&#128536;&#128525;,,dialect-priming,A Twitter User,offensive_language_rel,
33,man,{},liberal,white,1.0,1.0,1.0,,,e3eb3d0f75c00d1cc6354909a131c774,@user One less little nigger that would grow up into a big nigger.,General American,dialect-priming,A Twitter User,hate_speech_rel,
27,woman,{},cons,black,1.0,1.0,1.0,,,eef30d1e1740a2b992af8f46249fa742,@user One less little nigger that would grow up into a big nigger.,General American,dialect-priming,A Twitter User,hate_speech_rel,
36,woman,{},cons,white,1.0,1.0,1.0,,,13af4838b72f39ea0be42ead1c42aeb9,@user One less little nigger that would grow up into a big nigger.,General American,dialect-priming,A Twitter User,hate_speech_rel,
46,man,{},liberal,asian,1.0,1.0,1.0,,,de851ea0e121dcf11d39ec54ccbbc748,The #south of the US is white trash.,General American,dialect-priming,A Twitter User,hate_speech_rel,
45,woman,none,liberal,white,1.0,1.0,1.0,,,f9e326989b374895f1f41cde916a115d,The #south of the US is white trash.,General American,dialect-priming,A Twitter User,hate_speech_rel,
29,man,{},liberal,white,0.3333333333333333,0.0,0.0,,,e53b98a59ae6ef3d159aeddf083210ab,The #south of the US is white trash.,General American,dialect-priming,A Twitter User,hate_speech_rel,
31,man,{},cons,white,0.0,0.0,0.0,,,4c356576da96fbd7e9ac1e6313a66719,@user. I wonder what Charlie Brown would have to say about these days.,General American,dialect-priming,A Twitter User,neither_rel,
35,woman,female,cons,white,0.0,0.0,0.0,,,0dbe251e3cb7fd0b0323cbdac9647a61,@user. I wonder what Charlie Brown would have to say about these days.,General American,dialect-priming,A Twitter User,neither_rel,
36,man,None,liberal,white,0.0,0.0,0.0,,,0defa4c216a5d8d57c15a3cfa6920776,@user. I wonder what Charlie Brown would have to say about these days.,General American,dialect-priming,A Twitter User,neither_rel,
40,man,minority,cons,other,0.6666666666666666,1.0,1.0,,,dc73505099bca8ee5514c3eefdca4916,RT @user: I inhale white exhale nigger,,dialect-priming,A Twitter User,offensive_language_rel,
22,woman,"asian, black, mental illness",liberal,other,1.0,1.0,1.0,,,e18c0989a32a32f018c11bdd2f1548a2,RT @user: I inhale white exhale nigger,,dialect-priming,A Twitter User,offensive_language_rel,
34,man,{},liberal,white,0.6666666666666666,1.0,1.0,,,af56cc87a1e152017bbe2081974647b7,RT @user: I inhale white exhale nigger,,dialect-priming,A Twitter User,offensive_language_rel,
36,woman,{},cons,white,0.6666666666666666,1.0,0.5,,,13af4838b72f39ea0be42ead1c42aeb9,Define wigga,,dialect-priming,A Twitter User,neither_rel,
23,man,{},liberal,white,0.0,0.0,0.0,,,137b009f3b5138cdb82e43fdc5223e9b,Define wigga,,dialect-priming,A Twitter User,neither_rel,
31,man,{},cons,white,0.3333333333333333,0.5,0.5,,,4c356576da96fbd7e9ac1e6313a66719,Define wigga,,dialect-priming,A Twitter User,neither_rel,
25,woman,{},liberal,hisp,0.0,0.0,0.0,,,41fad5960497b93c5df4d71c11166113,&#8220;@user10: @user Yea bitch&#8221;dam!,,dialect-priming,A Twitter User,offensive_language_rel,
24,man,{},liberal,white,1.0,1.0,0.5,,,25389d5560fdd41b626ca4536172c2e2,&#8220;@user10: @user Yea bitch&#8221;dam!,,dialect-priming,A Twitter User,offensive_language_rel,
42,woman,{},cons,white,0.3333333333333333,0.5,0.5,,,c7dff6ea7e9b9e0eb4547b3a60e0f1e0,&#8220;@user10: @user Yea bitch&#8221;dam!,,dialect-priming,A Twitter User,offensive_language_rel,
49,man,{},liberal,white,0.6666666666666666,1.0,1.0,,,f8b2d562de15f561b6987c57e0e5e6bb,RT @user: I saw a great chimpout 2 summers ago. A middle aged Salvadoran and his 15 Yr old son got wasted by 6 beaners at the metlife &#8230;,General American,dialect-priming,A Twitter User,hate_speech_rel,
39,man,,other,white,0.0,0.0,0.0,,,ffb759abae9b3e7130b0e6e0f4f9d52d,RT @user: I saw a great chimpout 2 summers ago. A middle aged Salvadoran and his 15 Yr old son got wasted by 6 beaners at the metlife &#8230;,General American,dialect-priming,A Twitter User,hate_speech_rel,
31,man,{},cons,white,1.0,1.0,1.0,,,4c356576da96fbd7e9ac1e6313a66719,RT @user: I saw a great chimpout 2 summers ago. A middle aged Salvadoran and his 15 Yr old son got wasted by 6 beaners at the metlife &#8230;,General American,dialect-priming,A Twitter User,hate_speech_rel,
26,man,{},liberal,white,0.6666666666666666,0.5,0.0,,,7d5a8ccb44e8f1912d8b7221147c90a9,@user you mean trash.,General American,dialect-priming,A Twitter User,neither_rel,
38,man,{},liberal,white,0.6666666666666666,0.5,0.5,,,0fef6d8524f7812e298c2fc1334e7ea5,@user you mean trash.,General American,dialect-priming,A Twitter User,neither_rel,
28,woman,{},liberal,white,0.3333333333333333,0.5,0.0,,,8944db98fbacdc5a2fa08e7f534ff2c1,@user you mean trash.,General American,dialect-priming,A Twitter User,neither_rel,
33,man,{},liberal,white,0.6666666666666666,0.5,0.5,,,e3eb3d0f75c00d1cc6354909a131c774,@user Homeee fag,Latino,dialect-priming,A Twitter User,offensive_language_rel,
42,man,Jewish,liberal,white,0.6666666666666666,1.0,0.5,,,105b1b877315ace337e609f2614fb525,@user Homeee fag,Latino,dialect-priming,A Twitter User,offensive_language_rel,
21,woman,{},other,black,0.3333333333333333,0.5,0.0,,,ef4b59fc527870d315665a7f24137cfb,@user Homeee fag,Latino,dialect-priming,A Twitter User,offensive_language_rel,
37,man,{},liberal,white,0.0,0.0,0.0,,,c05b996ac09ec2eb2cd7c10b372c7fec,"@user omg! I don't even know where kimlau sq is...I would been like,""look a bird!"" then ran for the hills! Lol",Latino,dialect-priming,A Twitter User,neither_rel,
40,man,minority,cons,other,0.3333333333333333,0.0,0.0,,,dc73505099bca8ee5514c3eefdca4916,"@user omg! I don't even know where kimlau sq is...I would been like,""look a bird!"" then ran for the hills! Lol",Latino,dialect-priming,A Twitter User,neither_rel,
35,woman,{},cons,white,0.0,0.0,0.0,,,541853e7cf2d4e5b08891a47dc49cb46,"@user omg! I don't even know where kimlau sq is...I would been like,""look a bird!"" then ran for the hills! Lol",Latino,dialect-priming,A Twitter User,neither_rel,
{},,{},,,0.0,0.0,0.0,,,4666d1af88a09890788c4a37e65af89b,RT @user10: Me and @user are in our yellow submarine rn.. &#127754;,General American,dialect-priming,A Twitter User,neither_rel,
36,woman,{},other,white,0.0,0.0,0.0,,,d0b639731482309d7a085c46c0fbcf56,RT @user10: Me and @user are in our yellow submarine rn.. &#127754;,General American,dialect-priming,A Twitter User,neither_rel,
39,man,,other,white,0.0,0.0,0.0,,,ffb759abae9b3e7130b0e6e0f4f9d52d,RT @user10: Me and @user are in our yellow submarine rn.. &#127754;,General American,dialect-priming,A Twitter User,neither_rel,
40,man,{},liberal,white,0.0,0.0,0.0,,,1edc35e976bc6856ce464f4fc5b59839,@user wtf mine was just a fried Twinkie w powdered sugar I got hoed,Latino,dialect-priming,A Twitter User,offensive_language_rel,
32,woman,{},liberal,white,0.0,0.0,0.0,,,bd00f6a56a2f3853152ff0f9bf80c035,@user wtf mine was just a fried Twinkie w powdered sugar I got hoed,Latino,dialect-priming,A Twitter User,offensive_language_rel,
46,man,{},liberal,asian,0.0,0.0,0.0,,,de851ea0e121dcf11d39ec54ccbbc748,@user wtf mine was just a fried Twinkie w powdered sugar I got hoed,Latino,dialect-priming,A Twitter User,offensive_language_rel,
34,woman,{},cons,white,0.6666666666666666,1.0,1.0,,,13af4838b72f39ea0be42ead1c42aeb9,@user them hoes ain't thick at all u clowning,African-American,dialect-priming,A Twitter User,offensive_language_rel,
